ticker,ts,mid
XLRE,31:31.3,80.0048
XLU,34:05.3,83.1862
XLI,33:57.3,144.8077
XLP,35:20.9,65.2413
XLF,34:07.8,142.1658
XLF,2/12/2026 9:33,143.9032
XLF,31:32.0,92.9828
XLRE,2/12/2026 9:33,117.5069
XLV,32:21.4,119.9061
XLK,31:28.9,116.5164
XLK,34:14.4,126.179
XLK,31:00.9,102.2742
XLF,31:54.4,101.4417
XLE,31:01.9,117.8271
XLV,31:00.2,64.1168
XLY,33:04.1,169.9369
XLU,33:48.9,76.6763
XLV,35:48.6,207.5181
XLK,34:43.1,143.8792
XLRE,31:44.6,76.7317
XLF,32:39.2,114.8334
XLB,35:17.4,152.6291
XLK,32:58.8,128.3146
XLB,31:36.9,142.7866
XLB,33:13.9,168.0243
XLRE,31:16.6,80.4901
XLRE,32:58.8,94.5447
XLF,31:32.7,94.3052
XLF,30:37.8,92.2733
XLY,35:48.9,294.565
XLC,31:05.4,81.5461
XLC,35:47.9,54.482
XLP,31:55.5,46.5764
XLP,34:36.1,53.9837
XLV,35:19.5,199.7649
XLY,31:15.9,91.0991
XLC,34:13.0,61.6299
XLF,33:38.7,147.9678
XLF,30:04.2,96.0965
XLC,2/12/2026 9:31,66.1208
XLK,35:12.9,141.1624
XLI,30:06.3,107.3453
XLV,31:29.9,77.5885
XLY,33:17.7,147.0518
XLU,30:39.9,108.6767
XLP,31:25.4,51.8047
XLF,32:25.2,109.5826
XLV,31:03.7,70.9736
XLE,35:08.3,239.5608
XLK,33:31.4,123.9509
XLU,33:48.2,75.7535
XLP,34:58.5,63.8457
XLI,31:00.2,95.5493
XLRE,32:39.2,89.2422
XLP,2/12/2026 9:32,47.802
XLE,30:10.8,99.7802
XLU,30:48.6,114.1658
XLE,33:47.5,218.6
XLV,30:58.1,65.538
XLV,33:12.5,152.0136
XLV,31:44.3,90.6893
XLC,32:24.2,75.2845
XLI,32:17.5,88.478
XLK,31:11.0,109.7041
XLI,33:21.2,106.8922
XLF,30:14.3,92.8208
XLK,32:37.5,114.9496
XLRE,33:34.9,120.9307
XLC,30:04.2,90.9942
XLY,33:29.7,149.3905
XLC,2/12/2026 9:33,58.1712
XLY,35:09.7,157.4981
XLE,34:16.5,219.2311
XLU,34:41.0,100.2004
XLU,31:01.6,107.7367
XLB,33:14.9,164.4673
XLK,31:49.9,115.5908
XLI,30:17.5,110.4092
XLV,31:06.8,69.776
XLY,34:32.6,148.7502
XLV,33:07.6,145.3984
XLP,34:07.8,64.0071
XLK,34:48.7,142.978
XLP,30:27.3,80.9001
XLF,34:10.2,144.1198
XLI,31:17.3,82.5154
XLU,35:02.0,86.5073
XLI,34:52.6,165.6289
XLF,32:02.1,89.0224
XLY,35:39.1,247.7509
XLF,31:12.8,94.4705
XLP,30:14.7,81.1992
XLE,33:07.6,186.2007
XLE,33:01.6,169.9915
XLY,33:27.9,151.2676
XLE,2/12/2026 9:31,107.2713
XLV,35:02.0,201.0974
XLU,31:41.1,124.6008
XLF,35:08.7,207.7627
XLU,32:36.5,89.167
XLY,33:08.3,167.2587
XLB,34:10.2,183.1286
XLU,30:33.3,110.0465
XLV,35:22.3,206.4097
XLE,35:24.1,252.8295
XLV,31:53.0,89.847
XLC,33:48.2,65.1086
XLY,2/12/2026 9:31,129.7036
XLRE,35:31.8,106.1705
XLI,33:14.6,97.0454
XLY,34:29.5,138.8336
XLI,31:58.6,77.997
XLC,32:42.0,68.9129
XLI,33:40.8,127.7724
XLRE,30:08.7,86.5938
XLE,30:32.9,106.2691
XLY,32:08.4,120.3506
XLRE,33:45.0,120.2794
XLU,33:47.5,75.088
XLU,31:42.2,123.9454
XLB,30:14.7,108.9606
XLB,31:19.4,145.9489
XLI,31:54.4,76.2545
XLY,34:31.9,147.2358
XLK,30:12.6,92.1074
XLY,32:07.4,123.2093
XLRE,31:15.2,82.134
XLRE,31:34.5,77.1897
XLV,33:17.4,148.8764
XLE,35:17.4,257.7934
XLC,32:30.8,77.9516
XLE,34:32.3,217.0084
XLU,32:31.9,94.1293
XLV,2/12/2026 9:32,112.6915
XLC,32:48.7,68.959
XLRE,31:14.9,80.9963
XLK,35:11.5,138.7859
XLI,34:59.9,169.7078
XLY,30:53.2,108.4868
XLI,33:39.4,123.2878
XLE,32:32.2,199.6266
XLV,32:51.5,151.473
XLC,35:38.4,57.1924
XLK,32:43.1,117.9699
XLI,32:04.6,85.9567
XLV,33:39.1,143.1919
XLP,2/12/2026 9:31,44.8211
XLY,32:46.6,170.7212
XLF,32:07.7,89.9399
XLU,31:51.6,108.3091
XLP,33:33.5,45.8656
XLV,33:45.7,142.5942
XLI,33:38.0,123.5668
XLI,33:16.7,105.8353
XLY,34:57.2,152.369
XLF,35:06.2,209.2545
XLB,34:32.3,168.7181
XLC,32:23.5,72.4655
XLY,33:51.3,133.4864
XLU,35:06.2,88.1238
XLI,31:19.8,84.1149
XLV,31:33.1,79.0295
XLU,34:08.5,81.2357
XLF,35:31.1,179.9264
XLRE,33:54.5,115.3684
XLC,33:13.9,81.8796
XLV,32:15.8,104.6423
XLI,31:58.3,78.7366
XLE,35:01.7,225.8355
XLRE,34:21.4,119.6996
XLRE,30:18.9,88.6319
XLU,33:49.9,76.97
XLP,33:15.6,45.3805
XLB,35:09.0,143.2845
XLF,30:16.8,89.712
XLE,35:16.4,253.5539
XLE,30:27.6,107.6857
XLE,33:31.7,190.4621
XLF,32:36.1,116.1358
XLI,30:59.5,93.2802
XLE,34:21.4,224.9575
XLI,33:00.6,111.6077
XLI,31:16.3,84.4347
XLP,35:40.2,62.9992
XLRE,33:00.9,90.7048
XLP,33:23.3,42.8006
XLRE,30:43.0,88.4396
XLP,35:08.3,70.3403
XLV,33:18.8,147.8676
XLI,35:12.9,178.2928
XLY,30:14.3,82.9164
XLB,32:06.3,144.2917
XLB,30:13.3,107.2909
XLP,33:33.8,46.1836
XLU,32:49.0,94.7205
XLB,31:21.2,146.6668
XLK,31:07.9,106.8292
XLRE,33:49.9,122.4246
XLB,31:26.4,146.307
XLF,35:17.1,196.3776
XLC,31:15.6,76.1819
XLC,34:47.7,74.8836
XLE,33:17.0,206.6094
XLY,32:00.0,123.3964
XLY,31:48.1,125.0958
XLP,35:19.5,64.0483
XLK,34:07.4,139.1247
XLI,31:14.2,85.7907
XLY,32:58.8,160.9197
XLK,30:09.4,101.6045
XLE,34:54.7,236.9997
XLK,34:13.4,128.1668
XLRE,32:20.3,77.4032
XLC,33:18.4,78.9763
XLC,35:20.9,53.6927
XLE,32:07.0,171.0638
XLK,30:40.9,91.1001
XLU,30:06.3,103.5886
XLY,32:02.8,111.0117
XLB,32:05.3,148.872
XLP,32:33.6,48.0416
XLF,31:06.5,91.2186
XLV,31:32.4,78.4084
XLE,35:09.4,240.3863
XLC,32:49.4,67.2434
XLB,33:43.6,148.9226
XLP,35:32.2,68.4855
XLK,32:03.9,129.8089
XLE,34:50.5,239.0456
XLI,31:46.7,83.3815
XLF,33:51.3,142.4965
XLK,32:35.8,115.0504
XLB,31:55.1,148.9676
XLI,33:41.2,130.6769
XLP,30:16.4,82.7502
XLC,35:17.8,54.4967
XLB,2/12/2026 9:35,159.6348
XLP,33:12.2,44.5864
XLRE,2/12/2026 9:35,103.4823
XLU,34:30.2,106.0518
XLP,33:48.5,51.2781
XLB,35:26.9,158.6368
XLI,31:06.1,88.2852
XLC,35:14.3,61.2375
XLK,33:30.3,127.2029
XLE,32:41.3,197.1709
XLF,34:55.7,189.2619
XLB,34:58.9,142.1794
XLI,30:31.5,99.6853
XLK,33:59.7,131.4826
XLK,35:12.2,139.2695
XLY,32:57.4,166.5408
XLK,34:42.1,141.8632
XLY,32:26.6,154.5204
XLE,30:19.6,110.8338
XLK,34:11.6,132.683
XLK,32:34.7,113.3788
XLI,33:23.7,104.5292
XLB,34:19.7,158.7421
XLI,32:24.2,86.0806
XLF,33:43.3,146.5738
XLP,30:00.3,101.9912
XLK,35:18.5,136.2794
XLC,33:38.7,73.6423
XLC,30:04.5,91.4189
XLU,33:11.5,87.8576
XLV,30:17.8,102.8654
XLC,33:59.4,54.0049
XLY,30:50.8,104.9792
XLV,32:53.6,144.5341
XLY,34:21.1,129.1762
XLB,32:58.5,178.1028
XLV,33:49.6,138.4678
XLI,31:57.9,80.1555
XLU,34:24.6,107.2563
XLY,32:47.6,163.6923
XLI,35:02.4,174.5044
XLY,35:12.9,173.7671
XLU,33:32.8,76.4989
XLK,33:57.6,120.8019
XLB,34:08.5,182.5266
XLI,33:26.5,104.3753
XLK,2/12/2026 9:34,130.1381
XLV,34:50.5,182.3179
XLRE,30:28.7,96.8848
XLC,32:29.8,78.1985
XLU,32:40.3,91.4757
XLK,30:16.4,92.3813
XLP,35:42.6,64.7835
XLE,34:52.9,227.118
XLV,32:47.6,136.9643
XLV,31:57.2,94.4038
XLE,34:56.4,231.4702
XLV,34:18.3,167.938
XLK,33:23.7,121.8351
XLRE,31:20.5,74.7705
XLV,33:44.7,144.9435
XLI,32:06.3,85.293
XLC,31:31.3,70.1114
XLV,2/12/2026 9:31,75.6379
XLB,2/12/2026 9:34,171.9315
XLK,34:36.5,137.3425
XLV,32:21.7,120.6352
XLRE,35:44.0,99.9158
XLC,30:37.4,78.2829
XLY,34:45.2,137.951
XLE,32:42.7,188.4666
XLE,33:33.1,197.7306
XLI,32:05.6,83.7354
XLC,32:59.5,78.1972
XLU,34:44.2,97.0606
XLF,31:08.9,92.9887
XLB,32:13.7,148.3525
XLK,32:07.4,135.1054
XLK,33:33.1,121.5474
XLY,32:56.7,170.3444
XLF,33:04.1,127.3713
XLB,32:50.8,166.7741
XLC,34:56.4,69.9757
XLC,34:57.9,67.6841
XLC,32:53.6,69.1512
XLF,2/12/2026 9:32,100.9434
XLRE,35:20.2,112.7987
XLB,34:04.0,169.3511
XLV,34:35.4,138.6996
XLI,33:03.7,105.9686
XLU,35:12.9,87.4955
XLI,31:47.4,80.8359
XLU,31:50.9,105.9866
XLB,32:28.7,157.6459
XLU,32:33.6,94.0015
XLE,34:08.8,206.2761
XLK,34:02.5,134.3043
XLU,33:20.5,82.2953
XLK,32:26.6,118.1619
XLE,30:12.9,101.9202
XLC,33:49.9,59.1164
XLV,30:25.2,94.2405
XLI,30:32.2,98.9139
XLI,30:53.2,101.6362
XLF,31:34.1,91.6452
XLE,31:00.2,113.6158
XLRE,31:41.8,74.803
XLB,31:39.0,138.4127
XLC,34:21.8,72.7644
XLP,32:00.8,50.0529
XLV,34:05.7,145.565
XLI,35:45.8,224.012
XLE,32:10.9,175.576
XLE,33:10.4,206.3884
XLI,33:20.2,103.4526
XLK,34:19.3,135.459
XLB,30:06.6,108.0282
XLY,31:56.5,127.8152
XLE,33:00.2,170.35
XLK,33:49.9,125.9295
XLU,31:13.5,108.2899
XLY,32:47.3,165.4369
XLU,32:44.8,97.2708
XLP,31:16.6,52.2887
XLV,35:29.3,191.6334
XLB,30:43.0,107.7521
XLU,34:21.8,102.2385
XLI,33:15.3,103.6242
XLB,35:48.6,140.3378
XLK,30:32.9,99.3952
XLI,30:30.8,99.6209
XLP,31:53.7,44.1992
XLU,35:10.1,83.0831
XLU,33:05.8,91.4069
XLE,35:02.7,238.8396
XLE,34:35.1,227.0108
XLY,32:42.4,165.8631
XLY,35:18.1,174.3986
XLU,32:56.0,90.43
XLI,32:21.7,86.971
XLY,35:24.1,197.6128
XLU,31:17.7,107.59
XLI,35:38.8,229.8292
XLY,32:15.1,126.4205
XLU,33:38.4,78.1791
XLRE,2/12/2026 9:33,117.3077
XLE,32:02.8,162.7938
XLY,35:18.8,177.4118
XLP,33:16.3,43.7662
XLE,31:49.9,150.0195
XLF,33:07.2,127.6955
XLI,32:19.3,90.3991
XLK,35:04.1,144.3677
XLK,31:58.6,116.5453
XLP,30:52.1,63.3949
XLB,2/12/2026 9:35,145.9567
XLC,32:17.9,67.7585
XLY,32:45.9,166.858
XLI,31:56.2,79.4187
XLY,32:09.1,120.4121
XLU,31:59.3,104.886
XLK,32:45.2,121.184
XLU,33:34.9,75.7978
XLB,32:09.8,153.013
XLI,35:30.7,211.7571
XLU,2/12/2026 9:32,88.5549
XLB,31:18.4,145.8938
XLC,30:00.3,100.4155
XLP,2/12/2026 9:35,63.8616
XLV,31:49.5,90.3923
XLV,34:36.5,135.7202
XLF,34:19.7,151.9825
XLRE,33:10.7,86.9915
XLB,32:24.5,159.4269
XLK,31:29.9,115.2106
XLF,30:25.5,86.2503
XLE,30:20.3,114.3208
XLF,33:05.1,128.0097
XLI,34:28.8,187.8781
XLB,31:02.6,127.0055
XLY,31:12.4,92.5307
XLY,35:27.2,205.2189
XLC,2/12/2026 9:30,101.2698
XLB,34:52.2,134.7618
XLV,2/12/2026 9:30,74.8502
XLB,34:06.0,181.5708
XLP,31:22.6,53.5289
XLV,34:31.6,150.4351
XLV,31:22.9,75.7145
XLE,30:40.6,116.3841
XLK,34:55.0,125.8378
XLRE,31:56.2,87.0226
XLF,31:15.9,94.6085
XLRE,35:04.1,118.9305
XLV,35:35.3,193.5881
XLY,35:10.8,158.014
XLF,32:53.2,124.6929
XLB,33:03.7,170.4743
XLK,33:12.8,109.3026
XLU,32:15.1,96.2866
XLRE,34:32.3,112.5035
XLI,32:34.7,91.5524
XLU,30:30.4,110.2847
XLE,33:46.5,218.3966
XLE,35:17.8,263.5125
XLE,32:41.7,192.9457
XLU,33:12.5,82.2696
XLE,35:40.9,264.9701
XLK,30:49.7,97.8888
XLK,31:47.4,121.9916
XLF,30:59.8,91.2104
XLI,34:14.8,183.7153
XLB,33:06.2,182.8505
XLP,31:30.3,44.8727
XLB,30:11.5,107.8557
XLC,34:13.7,62.8271
XLY,33:43.3,130.8869
XLB,30:34.3,115.5584
XLK,34:31.6,131.2577
XLF,33:17.7,126.0078
XLRE,31:39.7,77.9286
XLY,31:13.5,88.9842
XLU,35:37.7,79.2085
XLF,35:07.3,212.568
XLC,31:20.5,67.4048
XLRE,33:45.4,118.141
XLY,33:03.4,166.4811
XLP,30:46.9,61.0487
XLF,34:29.5,141.8303
XLE,31:17.3,109.6295
XLP,31:09.3,56.1909
XLI,35:27.9,200.8754
XLB,30:40.6,110.8383
XLE,31:43.3,133.5341
XLP,34:17.6,57.4574
XLF,32:36.5,118.5435
XLK,34:01.1,138.7044
XLI,30:14.3,116.5189
XLC,31:41.8,67.3788
XLE,33:09.3,195.7923
XLRE,30:06.6,95.6359
XLF,32:01.1,93.0843
XLC,33:20.5,76.7797
XLF,30:11.5,87.4101
XLP,2/12/2026 9:35,62.5373
XLC,30:53.2,75.8263
XLI,35:09.0,180.4141
XLC,33:54.1,51.2191
XLB,30:50.1,115.6391
XLC,35:06.2,65.9373
XLI,33:18.1,103.5951
XLB,2/12/2026 9:32,158.3501
XLE,33:13.9,207.7956
XLC,33:21.6,78.3991
XLF,33:25.8,144.0787
XLB,31:47.8,145.729
XLI,30:44.8,100.0819
XLRE,33:25.4,114.8222
XLE,31:14.9,110.2095
XLY,33:53.8,133.6454
XLE,30:35.3,110.9808
XLE,31:11.4,108.1415
XLE,34:22.2,214.6589
XLI,33:42.9,137.5863
XLF,30:12.9,89.315
XLK,30:52.1,101.9715
XLY,31:53.4,126.5161
XLU,31:58.6,104.4552
XLP,30:49.3,64.7338
XLK,30:43.0,91.7678
XLE,30:48.3,110.3339
XLI,34:49.4,171.4342
XLRE,34:40.4,109.373
XLE,31:26.1,122.6197
XLRE,31:37.3,75.6033
XLC,35:32.9,58.341
XLE,34:16.2,221.0082
XLI,35:22.7,181.9199
XLE,30:16.4,111.2446
XLRE,30:05.9,94.1686
XLV,34:56.4,184.8059
XLI,32:37.1,98.0008
XLF,30:03.8,96.637
XLP,35:22.7,66.4548
XLE,35:38.4,256.0612
XLU,34:16.2,93.9809
XLP,30:05.2,98.0918
XLP,30:21.3,81.1505
XLU,31:05.8,114.6287
XLP,31:43.6,45.211
XLU,34:48.7,100.3354
XLU,32:39.9,88.0267
XLF,34:25.6,138.2627
XLU,31:05.1,111.7662
XLY,31:31.7,106.4204
XLRE,33:36.6,128.9223
XLP,2/12/2026 9:31,49.3415
XLRE,31:55.1,83.4273
XLC,33:29.3,77.2606
XLU,30:49.7,108.2277
XLY,35:31.1,215.7206
XLI,32:52.9,109.6655
XLE,30:03.5,105.9002
XLK,35:29.7,122.1008
XLC,30:24.1,86.3567
XLK,33:30.7,124.2932
XLK,33:49.2,125.1162
XLF,2/12/2026 9:32,110.8113
XLB,32:49.4,163.0122
XLRE,30:12.9,92.0989
XLV,33:38.4,142.2092
XLF,31:53.0,99.8346
XLV,32:15.4,107.1898
XLI,30:35.7,91.9676
XLC,30:20.3,85.4338
XLV,30:36.0,84.1044
XLRE,34:44.5,106.2861
XLRE,30:31.5,95.4926
XLC,34:27.7,81.3216
XLRE,30:19.6,88.0426
XLC,30:04.9,91.4859
XLF,2/12/2026 9:31,105.8974
XLY,33:46.5,131.5471
XLRE,35:18.5,105.1643
XLV,33:58.3,154.9799
XLI,32:02.1,79.9483
XLV,35:11.8,216.7577
XLRE,33:56.2,112.7397
XLB,31:25.0,142.0474
XLRE,32:11.6,77.3553
XLP,33:35.2,44.9159
XLP,35:25.8,66.8792
XLC,35:00.3,67.6145
XLRE,2/12/2026 9:34,102.8907
XLY,32:32.6,156.3836
XLRE,2/12/2026 9:32,93.5448
XLP,33:33.1,46.9004
XLB,30:01.7,102.4991
XLP,30:05.9,98.9795
XLB,34:05.7,177.189
XLY,32:49.7,164.7824
XLB,30:28.7,113.5672
XLU,30:13.6,107.0145
XLF,34:15.5,149.8611
XLE,34:54.3,234.9379
XLE,30:01.4,101.4448
XLC,34:10.9,64.4283
XLP,32:42.7,47.0718
XLK,31:14.2,114.1457
XLU,33:29.0,77.5037
XLY,33:37.3,142.8459
XLV,34:31.2,150.3982
XLP,33:52.4,57.5803
XLI,33:17.7,103.9487
XLC,35:45.1,57.9332
XLP,33:07.6,50.5571
XLK,31:27.1,112.7254
XLK,2/12/2026 9:31,113.6269
XLB,31:27.1,143.4358
XLI,34:07.8,156.269
XLP,33:27.5,42.025
XLE,33:55.2,221.5875
XLB,35:46.1,135.5393
XLF,31:34.8,92.8702
XLV,33:25.8,156.0907
XLK,31:23.3,115.4836
XLY,31:11.4,92.416
XLC,33:25.1,77.1517
XLK,31:32.4,111.7687
XLI,32:05.3,85.1479
XLRE,31:27.8,82.0125
XLK,2/12/2026 9:30,96.2921
XLI,34:28.4,188.5353
XLF,2/12/2026 9:35,204.3265
XLRE,30:52.8,76.6761
XLU,33:09.7,91.4472
XLU,34:45.6,103.3236
XLV,32:29.4,135.0308
XLU,35:25.8,86.0926
XLF,31:18.4,94.6515
XLK,2/12/2026 9:31,121.0387
XLV,33:07.9,144.341
XLC,32:22.1,68.0998
XLP,30:31.5,70.284
XLP,2/12/2026 9:34,62.5999
XLB,30:05.9,104.284
XLRE,30:59.1,81.9376
XLE,30:56.3,106.6037
XLRE,32:45.2,94.3041
XLU,32:16.8,95.9123
XLF,2/12/2026 9:34,149.7751
XLI,34:10.9,171.3228
XLE,2/12/2026 9:33,220.2122
XLK,30:55.3,103.1793
XLC,34:38.9,85.6107
XLE,30:44.1,112.672
XLE,33:03.4,177.6399
XLC,34:54.7,72.1877
XLK,35:02.0,136.176
XLE,32:23.8,179.9015
XLB,34:06.7,179.5843
XLC,32:01.1,69.5291
XLF,32:10.2,89.8049
XLI,35:10.4,193.3021
XLK,35:03.4,139.3175
XLP,35:02.4,66.5067
XLC,2/12/2026 9:30,89.7824
XLRE,32:30.5,87.464
XLRE,33:01.6,89.4001
XLP,33:29.3,43.0668
XLU,32:57.8,94.1419
XLF,33:05.5,130.8397
XLV,35:45.8,201.4026
XLF,35:05.5,213.9586
XLV,31:27.5,79.0545
XLP,31:08.9,57.8909
XLC,33:01.6,85.3912
XLB,30:54.2,124.1067
XLC,30:58.1,78.6023
XLE,34:49.4,242.3264
XLB,30:38.8,112.4782
XLU,30:44.4,113.9423
XLP,2/12/2026 9:31,56.4569
XLRE,31:06.8,82.4996
XLB,32:34.3,144.2976
XLF,31:22.6,93.9214
XLU,31:22.2,108.4324
XLB,32:55.3,184.2187
XLI,2/12/2026 9:35,200.3598
XLE,31:35.5,139.2313
XLE,32:40.3,192.4154
XLB,34:12.3,174.6508
XLRE,30:26.9,90.0762
XLRE,34:34.7,113.7396
XLU,35:08.7,87.547
XLV,30:49.7,74.2606
XLP,32:50.8,50.4164
XLB,32:06.7,142.7441
XLU,34:52.6,92.3246
XLV,32:07.7,113.2884
XLB,30:30.8,115.5259
XLP,2/12/2026 9:32,48.1166
XLC,31:47.4,64.9941
XLI,32:01.1,79.5594
XLU,30:47.6,117.1882
XLI,32:43.1,106.5674
XLP,30:15.1,80.1843
XLB,34:13.7,168.201
XLF,33:28.6,147.5685
XLE,34:43.5,222.6416
XLE,31:32.4,130.2636
XLB,2/12/2026 9:32,178.0969
XLF,31:24.7,91.2814
XLC,31:31.7,71.8608
XLRE,32:15.4,73.0954
XLC,32:38.5,77.8658
XLI,35:12.5,179.6339
XLB,2/12/2026 9:34,167.7166
XLV,34:15.1,161.2152
XLC,30:31.1,86.0644
XLRE,32:43.8,92.6604
XLC,34:13.4,62.1605
XLC,34:17.2,66.8586
XLB,31:22.6,147.5339
XLRE,34:52.6,98.2689
XLP,34:08.1,61.8585
XLRE,34:09.2,110.9599
XLE,33:06.2,177.0259
XLP,31:34.1,44.023
XLB,35:26.5,156.2699
XLI,32:35.8,90.3113
XLE,31:46.0,142.139
XLC,31:32.7,72.4422
XLP,35:41.6,63.132
XLV,33:54.5,152.5311
XLK,34:01.8,135.6393
XLE,33:52.7,220.0303
XLB,33:23.7,149.2207
XLU,32:09.8,105.6385
XLRE,33:44.3,118.0561
XLU,33:22.6,80.6448
XLP,31:12.4,55.036
XLC,34:57.2,67.8122
XLF,35:06.6,211.9301
XLK,31:18.7,114.4491
XLB,31:42.5,133.1965
XLY,33:02.3,167.4438
XLE,2/12/2026 9:30,107.1096
XLE,35:39.5,272.1138
XLU,2/12/2026 9:34,103.5274
XLC,35:36.3,56.6032
XLV,31:10.3,76.7974
XLRE,32:23.5,82.0817
XLRE,30:02.8,93.2212
XLI,35:12.2,185.753
XLV,32:42.0,139.2854
XLK,35:38.1,134.2008
XLC,2/12/2026 9:32,71.418
XLP,32:43.1,46.9189
XLRE,31:31.7,79.4578
XLP,31:00.2,61.6879
XLB,35:46.8,136.2257
XLU,2/12/2026 9:31,115.5383
XLRE,2/12/2026 9:32,73.1795
XLRE,2/12/2026 9:32,90.3531
XLY,33:22.3,139.1066
XLP,33:04.4,51.2061
XLK,30:00.3,96.5986
XLF,31:55.8,95.6651
XLK,32:31.5,113.1489
XLF,30:41.3,91.4231
XLY,32:20.7,140.4427
XLU,32:23.5,96.3377
XLY,33:17.4,147.9782
XLB,34:01.8,165.3959
XLF,30:37.1,90.9087
XLE,32:59.9,171.9246
XLV,31:11.0,77.3888
XLK,31:02.3,99.6935
XLC,34:14.1,63.2461
XLP,2/12/2026 9:33,43.7094
XLP,30:55.6,64.629
XLP,33:29.7,44.0249
XLE,34:36.1,230.2415
XLE,32:03.2,165.4592
XLF,33:00.6,120.8368
XLB,30:55.3,124.9624
XLU,33:29.3,78.5304
XLF,33:23.3,137.1415
XLK,35:16.0,143.5745
XLC,33:22.3,76.2173
XLE,34:43.1,216.6981
XLB,34:37.9,153.1327
XLK,33:09.7,111.8976
XLE,33:29.0,202.1507
XLU,32:58.8,93.4809
XLC,33:42.6,71.259
XLC,35:25.1,56.4028
XLP,2/12/2026 9:33,43.7786
XLP,33:31.7,46.4588
XLC,32:22.4,70.7066
XLRE,33:52.7,121.8731
XLK,33:18.8,113.3866
XLE,34:17.6,218.2625
XLE,35:33.5,286.7742
XLV,31:35.2,82.9346
XLI,35:11.8,193.4348
XLV,33:16.7,149.0495
XLI,33:15.6,103.498
XLB,31:24.7,139.2646
XLY,33:57.3,136.9962
XLP,32:34.7,46.3033
XLF,34:18.6,149.1982
XLV,35:26.2,184.3819
XLY,30:31.5,88.6744
XLRE,35:34.6,101.0426
XLV,35:28.6,190.4931
XLV,34:32.3,151.927
XLRE,34:57.9,118.2591
XLI,31:26.1,92.4366
XLC,35:09.0,71.3723
XLK,30:44.1,94.506
XLP,34:58.2,63.7098
XLRE,32:41.7,93.8127
XLV,33:21.2,149.2038
XLY,30:24.8,84.9581
XLP,34:02.2,59.7798
XLV,30:40.9,88.8937
XLE,34:55.0,237.7331
XLB,32:35.4,149.3161
XLF,30:18.2,86.7955
XLK,31:21.2,114.4767
XLY,31:41.1,116.6791
XLU,33:27.2,78.7285
XLI,35:15.7,172.2321
XLRE,2/12/2026 9:32,87.7794
XLF,32:16.8,96.4917
XLI,30:22.7,106.6731
XLI,32:08.4,83.8781
XLV,34:11.3,146.2613
XLU,32:14.0,101.8107
XLB,34:05.3,174.7565
XLE,30:37.4,113.6969
XLI,32:22.1,84.611
XLV,32:42.7,140.9063
XLC,30:49.7,77.1193
XLRE,30:29.7,100.8774
XLU,35:12.2,89.4981
XLI,30:00.7,102.1304
XLY,32:51.5,167.9317
XLF,33:07.6,128.9817
XLV,2/12/2026 9:33,153.4866
XLC,32:57.1,74.732
XLRE,30:31.8,93.6215
XLK,32:10.5,134.3713
XLB,30:25.2,115.1525
XLV,2/12/2026 9:32,132.8204
XLV,34:24.9,171.8542
XLU,35:42.3,80.4439
XLB,30:24.8,114.2495
XLE,32:57.4,176.5211
XLP,31:51.6,44.9517
XLY,31:08.3,90.9099
XLV,34:10.9,148.2901
XLY,31:27.5,98.0979
XLP,33:18.1,42.8703
XLE,30:22.0,112.2561
XLB,32:04.9,151.2242
XLC,33:53.1,52.0379
XLRE,32:01.5,81.0483
XLY,35:12.2,169.5326
XLE,34:13.4,218.5947
XLF,33:56.6,157.3356
XLP,35:14.3,66.8616
XLE,30:52.5,113.3507
XLY,31:20.1,91.175
XLP,30:31.1,69.9845
XLF,35:23.0,203.783
XLC,33:12.5,85.9657
XLU,33:14.9,84.8874
XLY,35:17.1,166.0861
XLF,35:21.3,196.964
XLF,35:34.2,173.5454
XLU,33:55.9,75.4222
XLC,30:46.2,74.6294
XLP,35:31.4,70.4364
XLRE,34:08.5,107.5459
XLK,35:39.1,128.6288
XLC,33:27.9,77.385
XLE,33:55.9,225.1547
XLE,32:33.6,192.6833
XLF,35:03.4,206.1363
XLB,30:16.4,108.3045
XLRE,34:48.7,98.3008
XLU,30:28.7,110.9961
XLB,33:52.0,160.7381
XLP,32:53.6,53.1748
XLC,35:34.9,56.958
XLI,35:25.5,183.3479
XLRE,34:42.8,109.8088
XLY,33:18.8,147.3198
XLRE,35:37.7,96.9712
XLY,32:27.3,154.2295
XLI,31:42.9,84.8234
XLP,31:40.1,44.0866
XLRE,32:53.6,93.991
XLB,32:18.6,157.0952
XLK,35:21.3,132.5752
XLC,2/12/2026 9:35,60.7194
XLI,35:37.4,225.0065
XLV,35:09.0,221.8625
XLE,33:26.8,200.9559
XLV,33:50.3,136.0494
XLC,32:58.5,78.6244
XLB,35:16.7,150.4417
XLP,30:43.4,68.3085
XLU,31:27.1,125.9713
XLB,35:13.9,149.7917
XLC,34:32.6,85.8652
XLI,34:07.4,158.8063
XLP,35:27.2,66.0558
XLF,32:21.4,107.4391
XLRE,30:22.4,87.5177
XLP,30:09.8,92.7069
XLU,35:16.4,91.9164
XLU,31:57.2,109.6582
XLV,33:52.7,151.8313
XLF,33:22.3,137.3377
XLK,30:04.2,100.9687
XLF,31:13.1,95.6614
XLY,30:44.4,104.6694
XLY,32:21.4,139.1489
XLU,35:21.6,90.6315
XLB,32:24.2,158.4392
XLRE,31:25.4,79.0383
XLE,31:56.5,150.1052
XLK,34:22.8,133.3567
XLB,30:47.6,114.6386
